Place,Time,Marking
LOOP(Q18),49.05,5
SENDING ACK(1),49.05,0
PACKET CHECK(0),49.21,23
LOOP(Q11),49.21,17
SENDING PACKET(0),49.21,163
SENDING PACKET(0),49.23,164
LOOP(Q11),49.23,16
SENDING PACKET(0),49.26,165
LOOP(Q13),49.26,6
SENDING PACKET(0),49.28,166
LOOP(Q13),49.28,5
PACKET CHECK(1),49.28,11
LOOP(Q16),49.28,8
SENDING PACKET(1),49.28,175
IDLE(0),49.29,7
SENDING PACKET(1),49.32,176
SENDING PACKET(1),49.32,177
LOOP(Q18),49.32,4
IDLE(1),49.34,26
ACK CHECK(0),49.34,0
SENDING PACKET(0),49.35,167
IDLE(0),49.35,6
SENDING ACK(0),49.41,17
PACKET CHECK(0),49.41,22
PACKET CHECK(1),49.43,12
LOOP(Q16),49.43,9
SENDING PACKET(1),49.43,176
SENDING PACKET(0),49.46,168
IDLE(0),49.46,5
PACKET CHECK(1),49.46,13
LOOP(Q16),49.46,10
SENDING PACKET(1),49.46,175
SENDING PACKET(1),49.46,176
SENDING PACKET(1),49.46,177
LOOP(Q18),49.46,3
IDLE(0),49.47,6
PACKET CHECK(1),49.59,14
LOOP(Q16),49.59,11
SENDING PACKET(1),49.59,176
ACK CHECK(0),49.59,1
LOOP(Q13),49.59,6
SENDING ACK(0),49.59,16
SENDING PACKET(1),49.64,177
SENDING PACKET(1),49.64,178
LOOP(Q18),49.64,2
SENDING ACK(0),49.65,17
PACKET CHECK(0),49.65,21
SENDING PACKET(1),49.66,179
IDLE(1),49.66,25
SENDING PACKET(1),49.7,180
IDLE(1),49.7,24
IDLE(0),49.7,7
SENDING ACK(1),49.71,1
PACKET CHECK(1),49.71,13
SENDING PACKET(1),49.74,181
SENDING PACKET(1),49.74,182
LOOP(Q18),49.74,1
IDLE(0),49.8,8
ACK CHECK(0),49.82,2
LOOP(Q13),49.82,7
SENDING ACK(0),49.82,16
ACK CHECK(0),49.99,3
LOOP(Q13),49.99,8
SENDING ACK(0),49.99,15
IDLE(0),50.0,9
SENDING PACKET(1),50.02,183
LOOP(Q16),50.02,10
ACK CHECK(1),50.07,70
LOOP(Q18),50.07,2
SENDING ACK(1),50.07,0
SENDING ACK(1),50.1,1
PACKET CHECK(1),50.1,12
ACK CHECK(1),50.21,71
LOOP(Q18),50.21,3
SENDING ACK(1),50.21,0
PACKET CHECK(0),50.25,22
LOOP(Q11),50.25,17
SENDING PACKET(0),50.25,167
PACKET CHECK(1),50.28,13
LOOP(Q16),50.28,11
SENDING PACKET(1),50.28,182
SENDING PACKET(0),50.42,168
LOOP(Q11),50.42,16
PACKET CHECK(1),50.6,14
LOOP(Q16),50.6,12
SENDING PACKET(1),50.6,181
SENDING PACKET(1),50.64,182
LOOP(Q16),50.64,11
ACK CHECK(0),50.68,4
LOOP(Q13),50.68,9
SENDING ACK(0),50.68,14
SENDING PACKET(1),50.76,183
SENDING PACKET(1),50.76,184
LOOP(Q18),50.76,2
SENDING PACKET(1),50.77,185
IDLE(1),50.77,23
SENDING PACKET(0),50.78,169
IDLE(0),50.78,8
SENDING PACKET(1),50.84,186
SENDING PACKET(1),50.84,187
LOOP(Q18),50.84,1
SENDING PACKET(1),50.84,188
SENDING PACKET(1),50.84,189
LOOP(Q18),50.84,0
SENDING PACKET(0),50.86,170
LOOP(Q11),50.86,15
IDLE(1),50.91,24
ACK CHECK(0),50.91,3
PACKET CHECK(0),50.91,23
LOOP(Q11),50.91,16
SENDING PACKET(0),50.91,169
ACK CHECK(0),50.93,4
LOOP(Q13),50.93,10
SENDING ACK(0),50.93,13
IDLE(0),50.95,9
SENDING PACKET(0),50.96,170
IDLE(0),50.96,8
PACKET CHECK(1),50.97,15
LOOP(Q16),50.97,12
SENDING PACKET(1),50.97,188
SENDING ACK(1),50.98,1
PACKET CHECK(1),50.98,14
SENDING ACK(0),51.04,14
PACKET CHECK(0),51.04,22
SENDING PACKET(0),51.1,171
IDLE(0),51.1,7
PACKET CHECK(0),51.16,23
LOOP(Q11),51.16,17
SENDING PACKET(0),51.16,170
SENDING ACK(1),51.16,2
PACKET CHECK(1),51.16,13
PACKET CHECK(1),51.17,14
LOOP(Q16),51.17,13
SENDING PACKET(1),51.17,187
SENDING PACKET(0),51.28,171
IDLE(0),51.28,6
ACK CHECK(0),51.33,5
LOOP(Q13),51.33,11
SENDING ACK(0),51.33,13
SENDING PACKET(0),51.36,172
LOOP(Q13),51.36,10
IDLE(0),51.43,7
SENDING PACKET(1),51.5,188
LOOP(Q16),51.5,12
IDLE(1),51.51,25
ACK CHECK(0),51.51,4
SENDING PACKET(1),51.53,189
IDLE(1),51.53,24
SENDING PACKET(1),51.55,190
IDLE(1),51.55,23
PACKET CHECK(0),51.57,24
LOOP(Q11),51.57,18
SENDING PACKET(0),51.57,171
PACKET CHECK(0),51.57,25
LOOP(Q11),51.57,19
SENDING PACKET(0),51.57,170
SENDING PACKET(1),51.58,191
LOOP(Q16),51.58,11
IDLE(1),51.6,24
ACK CHECK(0),51.6,3
PACKET CHECK(1),51.66,15
LOOP(Q16),51.66,12
SENDING PACKET(1),51.66,190
SENDING ACK(0),51.67,14
PACKET CHECK(0),51.67,24
SENDING PACKET(0),51.77,171
LOOP(Q11),51.77,18
IDLE(1),51.8,25
ACK CHECK(0),51.8,2
SENDING PACKET(0),51.8,172
IDLE(0),51.8,6
ACK CHECK(0),51.81,3
LOOP(Q13),51.81,11
SENDING ACK(0),51.81,13
IDLE(0),51.83,7
SENDING ACK(0),51.83,14
PACKET CHECK(0),51.83,23
SENDING ACK(1),51.88,3
PACKET CHECK(1),51.88,14
SENDING PACKET(0),51.89,173
LOOP(Q11),51.89,17
SENDING PACKET(0),51.92,174
IDLE(0),51.92,6
SENDING PACKET(0),51.93,175
LOOP(Q11),51.93,16
SENDING PACKET(0),51.94,176
IDLE(0),51.94,5
SENDING PACKET(0),52.01,177
LOOP(Q11),52.01,15
SENDING PACKET(0),52.03,178
IDLE(0),52.03,4
SENDING ACK(0),52.05,15
PACKET CHECK(0),52.05,22
PACKET CHECK(0),52.07,23
LOOP(Q11),52.07,16
SENDING PACKET(0),52.07,177
PACKET CHECK(1),52.09,15
LOOP(Q16),52.09,13
SENDING PACKET(1),52.09,189
IDLE(0),52.15,5
ACK CHECK(1),52.2,72
LOOP(Q18),52.2,1
SENDING ACK(1),52.2,2
SENDING PACKET(0),52.26,178
LOOP(Q13),52.26,10
IDLE(0),52.26,6
SENDING ACK(1),52.28,3
PACKET CHECK(1),52.28,14
SENDING PACKET(0),52.3,179
IDLE(0),52.3,5
SENDING PACKET(1),52.32,190
IDLE(1),52.32,24
SENDING PACKET(0),52.38,180
LOOP(Q13),52.38,9
PACKET CHECK(0),52.4,24
LOOP(Q11),52.4,17
SENDING PACKET(0),52.4,179
PACKET CHECK(1),52.42,15
LOOP(Q16),52.42,14
SENDING PACKET(1),52.42,189
IDLE(0),52.44,6
SENDING PACKET(1),52.49,190
IDLE(1),52.49,23
IDLE(0),52.51,7
ACK CHECK(1),52.68,73
LOOP(Q18),52.68,2
SENDING ACK(1),52.68,2
ACK CHECK(1),52.69,74
LOOP(Q18),52.69,3
SENDING ACK(1),52.69,1
IDLE(1),52.72,24
ACK CHECK(0),52.72,2
SENDING PACKET(0),52.77,180
IDLE(0),52.77,6
SENDING PACKET(0),52.77,181
IDLE(0),52.77,5
SENDING PACKET(1),52.78,191
IDLE(1),52.78,23
SENDING ACK(0),52.79,16
PACKET CHECK(0),52.79,23
IDLE(1),52.84,24
ACK CHECK(0),52.84,1
SENDING PACKET(1),52.86,192
SENDING PACKET(1),52.86,193
LOOP(Q18),52.86,2
SENDING ACK(0),52.93,17
PACKET CHECK(0),52.93,22
SENDING PACKET(0),52.94,182
IDLE(0),52.94,4
SENDING PACKET(0),52.97,183
LOOP(Q13),52.97,8
SENDING PACKET(0),52.99,184
LOOP(Q13),52.99,7
IDLE(0),53.0,5
SENDING PACKET(1),53.11,194
IDLE(1),53.11,23
SENDING PACKET(0),53.11,185
LOOP(Q13),53.11,6
SENDING PACKET(0),53.12,186
LOOP(Q13),53.12,5
PACKET CHECK(0),53.14,23
LOOP(Q11),53.14,18
SENDING PACKET(0),53.14,185
SENDING PACKET(0),53.14,186
LOOP(Q11),53.14,17
SENDING PACKET(1),53.2,195
LOOP(Q16),53.2,13
SENDING PACKET(0),53.24,187
IDLE(0),53.24,4
SENDING ACK(1),53.24,2
PACKET CHECK(1),53.24,14
IDLE(1),53.27,24
ACK CHECK(0),53.27,0
SENDING PACKET(1),53.3,196
SENDING PACKET(1),53.3,197
LOOP(Q18),53.3,1
PACKET CHECK(1),53.32,15
LOOP(Q16),53.32,14
SENDING PACKET(1),53.32,196
PACKET CHECK(1),53.33,16
LOOP(Q16),53.33,15
SENDING PACKET(1),53.33,195
SENDING ACK(0),53.33,18
PACKET CHECK(0),53.33,22
SENDING PACKET(0),53.34,188
LOOP(Q13),53.34,4
PACKET CHECK(1),53.41,17
LOOP(Q16),53.41,16
SENDING PACKET(1),53.41,194
SENDING PACKET(0),53.45,189
LOOP(Q13),53.45,3
SENDING PACKET(0),53.48,190
IDLE(0),53.48,3
PACKET CHECK(1),53.51,18
LOOP(Q16),53.51,17
SENDING PACKET(1),53.51,193
SENDING ACK(0),53.57,19
PACKET CHECK(0),53.57,21
SENDING PACKET(0),53.68,191
LOOP(Q11),53.68,16
SENDING ACK(1),53.69,3
PACKET CHECK(1),53.69,17
SENDING ACK(1),53.73,4
PACKET CHECK(1),53.73,16
SENDING PACKET(0),53.75,192
LOOP(Q13),53.75,2
ACK CHECK(1),53.76,75
LOOP(Q18),53.76,2
SENDING ACK(1),53.76,3
PACKET CHECK(0),53.81,22
LOOP(Q11),53.81,17
SENDING PACKET(0),53.81,191
ACK CHECK(1),53.84,76
LOOP(Q18),53.84,3
SENDING ACK(1),53.84,2
SENDING PACKET(0),53.88,192
LOOP(Q13),53.88,1
SENDING ACK(0),53.9,20
PACKET CHECK(0),53.9,21
IDLE(0),53.98,4
ACK CHECK(1),54.03,77
LOOP(Q18),54.03,4
SENDING ACK(1),54.03,1
SENDING ACK(0),54.04,21
PACKET CHECK(0),54.04,20
IDLE(0),54.06,5
SENDING PACKET(1),54.08,194
IDLE(1),54.08,23
PACKET CHECK(0),54.23,21
LOOP(Q11),54.23,18
SENDING PACKET(0),54.23,191
ACK CHECK(1),54.28,78
LOOP(Q18),54.28,5
SENDING ACK(1),54.28,0
SENDING PACKET(1),54.28,195
IDLE(1),54.28,22
SENDING PACKET(1),54.38,196
LOOP(Q16),54.38,16
PACKET CHECK(0),54.42,22
LOOP(Q11),54.42,19
SENDING PACKET(0),54.42,190
SENDING PACKET(0),54.42,191
IDLE(0),54.42,4
SENDING PACKET(1),54.47,197
LOOP(Q16),54.47,15
SENDING PACKET(0),54.54,192
LOOP(Q11),54.54,18
SENDING PACKET(0),54.69,193
LOOP(Q11),54.69,17
SENDING PACKET(0),54.76,194
LOOP(Q13),54.76,0
SENDING PACKET(1),54.76,198
SENDING PACKET(1),54.76,199
LOOP(Q18),54.76,4
SENDING PACKET(0),54.86,195
LOOP(Q11),54.86,16
SENDING PACKET(1),54.9,200
LOOP(Q16),54.9,14
SENDING PACKET(1),54.91,201
IDLE(1),54.91,21
SENDING PACKET(0),54.91,196
IDLE(0),54.91,3
SENDING PACKET(1),54.93,202
LOOP(Q16),54.93,13
IDLE(0),55.0,4
SENDING PACKET(1),55.05,203
IDLE(1),55.05,20
SENDING PACKET(1),55.07,204
LOOP(Q16),55.07,12
PACKET CHECK(1),55.11,17
LOOP(Q16),55.11,13
SENDING PACKET(1),55.11,203
SENDING PACKET(1),55.13,204
IDLE(1),55.13,19
ACK CHECK(0),55.15,1
LOOP(Q13),55.15,1
SENDING ACK(0),55.15,20
SENDING ACK(0),55.23,21
PACKET CHECK(0),55.23,21
IDLE(1),55.23,20
ACK CHECK(0),55.23,0
SENDING PACKET(0),55.32,197
LOOP(Q13),55.32,0
SENDING PACKET(1),55.33,205
LOOP(Q16),55.33,12
PACKET CHECK(1),55.39,18
LOOP(Q16),55.39,13
SENDING PACKET(1),55.39,204
PACKET CHECK(0),55.41,22
LOOP(Q11),55.41,17
SENDING PACKET(0),55.41,196
SENDING PACKET(0),55.44,197
LOOP(Q11),55.44,16
ACK CHECK(0),55.47,1
LOOP(Q13),55.47,1
SENDING ACK(0),55.47,20
SENDING PACKET(0),55.49,198
IDLE(0),55.49,3
PACKET CHECK(1),55.65,19
LOOP(Q16),55.65,14
SENDING PACKET(1),55.65,203
PACKET CHECK(1),55.66,20
LOOP(Q16),55.66,15
SENDING PACKET(1),55.66,202
SENDING PACKET(1),55.67,203
IDLE(1),55.67,19
SENDING PACKET(0),55.76,199
LOOP(Q13),55.76,0
SENDING PACKET(1),55.78,204
IDLE(1),55.78,18
SENDING ACK(0),55.79,21
PACKET CHECK(0),55.79,21
SENDING PACKET(1),55.8,205
IDLE(1),55.8,17
SENDING PACKET(1),55.84,206
LOOP(Q16),55.84,14
ACK CHECK(0),55.91,2
LOOP(Q13),55.91,1
SENDING ACK(0),55.91,20
ACK CHECK(0),55.96,3
LOOP(Q13),55.96,2
SENDING ACK(0),55.96,19
SENDING ACK(0),56.01,20
PACKET CHECK(0),56.01,20
SENDING PACKET(1),56.11,207
SENDING PACKET(1),56.11,208
LOOP(Q18),56.11,3
SENDING PACKET(1),56.13,209
IDLE(1),56.13,16
SENDING PACKET(0),56.16,200
IDLE(0),56.16,2
PACKET CHECK(0),56.24,21
LOOP(Q11),56.24,17
SENDING PACKET(0),56.24,199
SENDING ACK(1),56.25,1
PACKET CHECK(1),56.25,19
ACK CHECK(1),56.27,79
LOOP(Q18),56.27,4
SENDING ACK(1),56.27,0
ACK CHECK(0),56.27,4
LOOP(Q13),56.27,3
SENDING ACK(0),56.27,19
IDLE(0),56.29,3
ACK CHECK(0),56.31,5
LOOP(Q13),56.31,4
SENDING ACK(0),56.31,18
ACK CHECK(0),56.34,6
LOOP(Q13),56.34,5
SENDING ACK(0),56.34,17
PACKET CHECK(0),56.34,22
LOOP(Q11),56.34,18
SENDING PACKET(0),56.34,198
SENDING PACKET(0),56.34,199
LOOP(Q11),56.34,17
SENDING ACK(1),56.38,1
PACKET CHECK(1),56.38,18
SENDING PACKET(0),56.39,200
LOOP(Q13),56.39,4
PACKET CHECK(1),56.39,19
LOOP(Q16),56.39,15
SENDING PACKET(1),56.39,208
SENDING PACKET(1),56.41,209
SENDING PACKET(1),56.41,210
LOOP(Q18),56.41,3
SENDING ACK(0),56.42,18
PACKET CHECK(0),56.42,21
SENDING PACKET(0),56.43,201
LOOP(Q11),56.43,16
SENDING ACK(1),56.45,2
PACKET CHECK(1),56.45,18
ACK CHECK(0),56.48,7
LOOP(Q13),56.48,5
SENDING ACK(0),56.48,17
SENDING PACKET(0),56.5,202
IDLE(0),56.5,2
IDLE(1),56.51,17
ACK CHECK(0),56.51,6
PACKET CHECK(0),56.59,22
LOOP(Q11),56.59,17
SENDING PACKET(0),56.59,201
ACK CHECK(0),56.61,7
LOOP(Q13),56.61,6
SENDING ACK(0),56.61,16
ACK CHECK(0),56.78,8
LOOP(Q13),56.78,7
SENDING ACK(0),56.78,15
PACKET CHECK(1),56.82,19
LOOP(Q16),56.82,16
SENDING PACKET(1),56.82,209
SENDING ACK(0),56.87,16
PACKET CHECK(0),56.87,21
PACKET CHECK(1),56.91,20
LOOP(Q16),56.91,17
SENDING PACKET(1),56.91,208
ACK CHECK(0),56.93,9
LOOP(Q13),56.93,8
SENDING ACK(0),56.93,15
SENDING PACKET(1),56.94,209
LOOP(Q16),56.94,16
SENDING PACKET(0),56.94,202
LOOP(Q11),56.94,16
ACK CHECK(1),56.96,80
LOOP(Q18),56.96,4
SENDING ACK(1),56.96,1
IDLE(1),56.98,18
ACK CHECK(0),56.98,8
SENDING PACKET(1),57.01,210
SENDING PACKET(1),57.01,211
LOOP(Q18),57.01,3
IDLE(1),57.01,19
ACK CHECK(0),57.01,7
ACK CHECK(1),57.02,81
LOOP(Q18),57.02,4
SENDING ACK(1),57.02,0
ACK CHECK(0),57.2,8
LOOP(Q13),57.2,9
SENDING ACK(0),57.2,14
ACK CHECK(0),57.22,9
LOOP(Q13),57.22,10
SENDING ACK(0),57.22,13
SENDING PACKET(1),57.25,212
SENDING PACKET(1),57.25,213
LOOP(Q18),57.25,3
SENDING PACKET(0),57.27,203
LOOP(Q13),57.27,9
PACKET CHECK(1),57.31,21
LOOP(Q16),57.31,17
SENDING PACKET(1),57.31,212
ACK CHECK(0),57.35,10
LOOP(Q13),57.35,10
SENDING ACK(0),57.35,12
ACK CHECK(0),57.36,11
LOOP(Q13),57.36,11
SENDING ACK(0),57.36,11
ACK CHECK(0),57.37,12
LOOP(Q13),57.37,12
SENDING ACK(0),57.37,10
PACKET CHECK(1),57.38,22
LOOP(Q16),57.38,18
SENDING PACKET(1),57.38,211
PACKET CHECK(1),57.47,23
LOOP(Q16),57.47,19
SENDING PACKET(1),57.47,210
SENDING PACKET(1),57.5,211
IDLE(1),57.5,18
PACKET CHECK(0),57.5,22
LOOP(Q11),57.5,17
SENDING PACKET(0),57.5,202
SENDING PACKET(1),57.53,212
LOOP(Q16),57.53,18
IDLE(1),57.59,19
ACK CHECK(0),57.59,11
SENDING PACKET(0),57.63,203
LOOP(Q13),57.63,11
SENDING PACKET(1),57.71,213
LOOP(Q16),57.71,17
SENDING PACKET(1),57.73,214
LOOP(Q16),57.73,16
SENDING PACKET(1),57.78,215
SENDING PACKET(1),57.78,216
LOOP(Q18),57.78,2
IDLE(0),57.86,3
SENDING PACKET(1),57.94,217
SENDING PACKET(1),57.94,218
LOOP(Q18),57.94,1
SENDING PACKET(0),57.99,204
LOOP(Q11),57.99,16
ACK CHECK(0),58.03,12
LOOP(Q13),58.03,12
SENDING ACK(0),58.03,9
SENDING ACK(0),58.06,10
PACKET CHECK(0),58.06,21
SENDING ACK(1),58.08,1
PACKET CHECK(1),58.08,22
SENDING ACK(0),58.14,11
PACKET CHECK(0),58.14,20
SENDING ACK(1),58.17,2
PACKET CHECK(1),58.17,21
SENDING ACK(0),58.22,12
PACKET CHECK(0),58.22,19
SENDING PACKET(0),58.25,205
IDLE(0),58.25,2
PACKET CHECK(1),58.25,22
LOOP(Q16),58.25,17
SENDING PACKET(1),58.25,217
SENDING PACKET(1),58.32,218
IDLE(1),58.32,18
SENDING ACK(0),58.34,13
PACKET CHECK(0),58.34,18
SENDING PACKET(0),58.38,206
IDLE(0),58.38,1
SENDING PACKET(1),58.39,219
LOOP(Q16),58.39,16
SENDING ACK(1),58.39,3
PACKET CHECK(1),58.39,21
PACKET CHECK(1),58.46,22
LOOP(Q16),58.46,17
SENDING PACKET(1),58.46,218
SENDING PACKET(0),58.46,207
IDLE(0),58.46,0
SENDING PACKET(0),58.48,208
LOOP(Q11),58.48,15
SENDING PACKET(0),58.53,209
LOOP(Q11),58.53,14
IDLE(0),58.53,1
IDLE(0),58.55,2
PACKET CHECK(0),58.62,19
LOOP(Q11),58.62,15
SENDING PACKET(0),58.62,208
SENDING ACK(0),58.64,14
PACKET CHECK(0),58.64,18
IDLE(1),58.66,19
ACK CHECK(0),58.66,11
PACKET CHECK(1),58.67,23
LOOP(Q16),58.67,18
SENDING PACKET(1),58.67,217
SENDING PACKET(0),58.74,209
LOOP(Q13),58.74,11
SENDING PACKET(0),58.75,210
LOOP(Q11),58.75,14
SENDING PACKET(0),58.79,211
IDLE(0),58.79,1
PACKET CHECK(0),58.81,19
LOOP(Q11),58.81,15
SENDING PACKET(0),58.81,210
SENDING PACKET(1),58.81,218
SENDING PACKET(1),58.81,219
LOOP(Q18),58.81,0
SENDING ACK(0),58.88,15
PACKET CHECK(0),58.88,18
SENDING ACK(1),58.89,4
PACKET CHECK(1),58.89,22
PACKET CHECK(1),58.91,23
LOOP(Q16),58.91,19
SENDING PACKET(1),58.91,218
IDLE(1),58.92,20
ACK CHECK(0),58.92,10
ACK CHECK(1),58.92,82
LOOP(Q18),58.92,1
SENDING ACK(1),58.92,3
SENDING ACK(0),58.96,16
PACKET CHECK(0),58.96,17
SENDING PACKET(1),59.03,219
IDLE(1),59.03,19
SENDING PACKET(0),59.06,211
LOOP(Q13),59.06,10
SENDING ACK(1),59.09,4
PACKET CHECK(1),59.09,22
SENDING PACKET(0),59.1,212
IDLE(0),59.1,0
ACK CHECK(1),59.14,83
LOOP(Q18),59.14,2
SENDING ACK(1),59.14,3
IDLE(1),59.15,20
ACK CHECK(0),59.15,9
SENDING ACK(1),59.15,4
PACKET CHECK(1),59.15,21
PACKET CHECK(0),59.21,18
LOOP(Q11),59.21,16
SENDING PACKET(0),59.21,211
SENDING ACK(0),59.29,17
PACKET CHECK(0),59.29,17
IDLE(1),59.3,21
ACK CHECK(0),59.3,8
PACKET CHECK(1),59.32,22
LOOP(Q16),59.32,20
SENDING PACKET(1),59.32,218
PACKET CHECK(1),59.37,23
LOOP(Q16),59.37,21
SENDING PACKET(1),59.37,217
IDLE(1),59.38,22
ACK CHECK(0),59.38,7
IDLE(0),59.41,1
SENDING PACKET(1),59.44,218
LOOP(Q16),59.44,20
PACKET CHECK(0),59.48,18
LOOP(Q11),59.48,17
SENDING PACKET(0),59.48,210
SENDING PACKET(1),59.52,219
LOOP(Q16),59.52,19
SENDING PACKET(0),59.59,211
LOOP(Q11),59.59,16
ACK CHECK(1),59.59,84
LOOP(Q18),59.59,3
SENDING ACK(1),59.59,3
SENDING PACKET(1),59.62,220
IDLE(1),59.62,21
SENDING PACKET(1),59.7,221
IDLE(1),59.7,20
SENDING PACKET(1),59.77,222
LOOP(Q16),59.77,18
SENDING PACKET(1),59.82,223
IDLE(1),59.82,19
SENDING ACK(0),59.83,18
PACKET CHECK(0),59.83,17
IDLE(1),59.87,20
ACK CHECK(0),59.87,6
SENDING PACKET(1),59.92,224
IDLE(1),59.92,19
SENDING PACKET(1),59.93,225
LOOP(Q16),59.93,17
PACKET CHECK(0),59.93,18
LOOP(Q11),59.93,17
SENDING PACKET(0),59.93,210
PACKET CHECK(1),60.0,24
LOOP(Q16),60.0,18
SENDING PACKET(1),60.0,224
PACKET CHECK(0),60.02,19
LOOP(Q11),60.02,18
SENDING PACKET(0),60.02,209
IDLE(0),60.03,2
SENDING PACKET(0),60.06,210
LOOP(Q11),60.06,17
SENDING PACKET(0),60.06,211
LOOP(Q13),60.06,9
SENDING PACKET(0),60.06,212
IDLE(0),60.06,1
SENDING ACK(1),60.12,4
PACKET CHECK(1),60.12,23
PACKET CHECK(0),60.17,20
LOOP(Q11),60.17,18
SENDING PACKET(0),60.17,211
SENDING PACKET(1),60.22,225
LOOP(Q16),60.22,17
PACKET CHECK(0),60.25,21
LOOP(Q11),60.25,19
SENDING PACKET(0),60.25,210
SENDING PACKET(0),60.25,211
LOOP(Q13),60.25,8
PACKET CHECK(1),60.29,24
LOOP(Q16),60.29,18
SENDING PACKET(1),60.29,224
IDLE(1),60.31,20
ACK CHECK(0),60.31,5
PACKET CHECK(1),60.34,25
LOOP(Q16),60.34,19
SENDING PACKET(1),60.34,223
SENDING PACKET(0),60.35,212
LOOP(Q13),60.35,7
SENDING PACKET(1),60.35,224
IDLE(1),60.35,19
IDLE(0),60.38,2
ACK CHECK(1),60.43,85
LOOP(Q18),60.43,4
SENDING ACK(1),60.43,3
SENDING PACKET(0),60.44,213
LOOP(Q11),60.44,18
PACKET CHECK(1),60.52,26
LOOP(Q16),60.52,20
SENDING PACKET(1),60.52,223
IDLE(1),60.56,20
ACK CHECK(0),60.56,4
IDLE(0),60.58,3
IDLE(1),60.61,21
ACK CHECK(0),60.61,3
SENDING ACK(0),60.66,19
PACKET CHECK(0),60.66,20
SENDING PACKET(1),60.66,224
IDLE(1),60.66,20
SENDING PACKET(1),60.69,225
IDLE(1),60.69,19
SENDING PACKET(0),60.7,214
LOOP(Q13),60.7,6
ACK CHECK(0),60.7,4
LOOP(Q13),60.7,7
SENDING ACK(0),60.7,18
SENDING PACKET(1),60.74,226
IDLE(1),60.74,18
SENDING PACKET(1),60.8,227
LOOP(Q16),60.8,19
SENDING PACKET(0),60.92,215
IDLE(0),60.92,2
PACKET CHECK(1),60.95,27
LOOP(Q16),60.95,20
SENDING PACKET(1),60.95,226
SENDING ACK(1),60.97,4
PACKET CHECK(1),60.97,26
SENDING PACKET(0),60.97,216
LOOP(Q13),60.97,6
SENDING PACKET(1),60.97,227
LOOP(Q16),60.97,19
IDLE(0),60.98,3
SENDING PACKET(1),61.08,228
LOOP(Q16),61.08,18
PACKET CHECK(0),61.11,21
LOOP(Q11),61.11,19
SENDING PACKET(0),61.11,215
SENDING PACKET(0),61.15,216
IDLE(0),61.15,2
PACKET CHECK(1),61.2,27
LOOP(Q16),61.2,19
SENDING PACKET(1),61.2,227
SENDING ACK(0),61.21,19
PACKET CHECK(0),61.21,20
SENDING PACKET(0),61.22,217
LOOP(Q13),61.22,5
SENDING PACKET(1),61.24,228
SENDING PACKET(1),61.24,229
LOOP(Q18),61.24,3
SENDING PACKET(0),61.25,218
LOOP(Q13),61.25,4
PACKET CHECK(0),61.3,21
LOOP(Q11),61.3,20
SENDING PACKET(0),61.3,217
SENDING PACKET(0),61.3,218
LOOP(Q13),61.3,3
IDLE(1),61.34,19
ACK CHECK(0),61.34,3
SENDING PACKET(1),61.38,230
SENDING PACKET(1),61.38,231
LOOP(Q18),61.38,2
SENDING PACKET(0),61.49,219
LOOP(Q13),61.49,2
SENDING ACK(0),61.5,20
PACKET CHECK(0),61.5,20
PACKET CHECK(1),61.53,28
LOOP(Q16),61.53,20
SENDING PACKET(1),61.53,230
SENDING PACKET(1),61.55,231
IDLE(1),61.55,18
SENDING PACKET(1),61.59,232
IDLE(1),61.59,17
IDLE(1),61.59,18
ACK CHECK(0),61.59,2
ACK CHECK(1),61.61,86
LOOP(Q18),61.61,3
SENDING ACK(1),61.61,3
IDLE(0),61.64,3
SENDING PACKET(1),61.67,233
IDLE(1),61.67,17
SENDING ACK(0),61.76,21
PACKET CHECK(0),61.76,19
IDLE(1),61.77,18
ACK CHECK(0),61.77,1
SENDING PACKET(1),61.81,234
IDLE(1),61.81,17
SENDING PACKET(0),61.82,220
LOOP(Q11),61.82,19
SENDING PACKET(1),61.87,235
LOOP(Q16),61.87,19
SENDING PACKET(0),61.9,221
LOOP(Q11),61.9,18
SENDING PACKET(1),61.98,236
LOOP(Q16),61.98,18
SENDING ACK(1),62.02,4
PACKET CHECK(1),62.02,27
SENDING PACKET(0),62.07,222
IDLE(0),62.07,2
SENDING PACKET(1),62.11,237
IDLE(1),62.11,16
ACK CHECK(1),62.15,87
LOOP(Q18),62.15,4
SENDING ACK(1),62.15,3
SENDING PACKET(1),62.16,238
SENDING PACKET(1),62.16,239
LOOP(Q18),62.16,3
SENDING PACKET(1),62.17,240
LOOP(Q16),62.17,17
SENDING PACKET(0),62.18,223
LOOP(Q13),62.18,1
IDLE(1),62.18,17
ACK CHECK(0),62.18,0
SENDING PACKET(0),62.22,224
LOOP(Q11),62.22,17
SENDING PACKET(0),62.26,225
IDLE(0),62.26,1
PACKET CHECK(0),62.37,20
LOOP(Q11),62.37,18
SENDING PACKET(0),62.37,224
SENDING ACK(0),62.37,22
PACKET CHECK(0),62.37,19
SENDING PACKET(1),62.38,241
SENDING PACKET(1),62.38,242
LOOP(Q18),62.38,2
SENDING PACKET(1),62.45,243
LOOP(Q16),62.45,16
SENDING ACK(0),62.55,23
PACKET CHECK(0),62.55,18
SENDING PACKET(0),62.56,225
LOOP(Q13),62.56,0
SENDING PACKET(1),62.62,244
LOOP(Q16),62.62,15
ACK CHECK(1),62.62,88
LOOP(Q18),62.62,3
SENDING ACK(1),62.62,2
PACKET CHECK(1),62.69,28
